text;emotion;texto;emocao
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet;anger;sou claramente influenciado pela felicidade dos traços de Emily Dickinson por exemplo e uso traços em vez de dois pontos ou ponto e vírgula para realçar a sensação de enjambment apressado no soneto;raiva
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls;sadness;estou mais gordo porque a única coisa na minha vida que pode permanecer sob o meu controlo é se posso ou não comer manteiga de amendoim no pão quando chego a casa de um dia impossível para o primeiro mundo com cara de terceiro mundo mas sentindo-me muito carente e negligenciado garotinhas;tristeza
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either;anger;eu poderia reivindicar a redenção do gênero, mas isso não me deixou tão frustrado a ponto de bater minha cabeça contra a parede também;raiva
i feel so sad and hopeless;sadness;eu me sinto tão triste e sem esperança;tristeza
im getting the feeling that my classes are a little intimidated by the concept of a lit;fear;estou tendo a sensação de que minhas aulas estão um pouco intimidadas pelo conceito de um iluminado;temer
i still feel groggy but i have to get up to do the routine for my son;sadness;ainda me sinto grogue, mas tenho que me levantar para fazer a rotina para o meu filho;tristeza
i have a feeling my view isnt going to be very popular and thats fine;joy;tenho a sensação de que minha visão não vai ser muito popular e tudo bem;alegria
i want to hold this feeling of shocked awe and wonder forever;surprise;eu quero manter esse sentimento de espanto e admiração chocada para sempre;surpresa
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures;fear;quando ouvi um boato de que os resultados dos exames do 1.º ano tinham saído tive medo de ser um dos reprovados;medo
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes;joy;eu quero me sentir valorizado eu faço e apreciado eu faço e sei que as pessoas que me amam não vão a lugar nenhum mesmo que a natureza do relacionamento mude;alegria
i know there are days in which you feel distracted;anger;eu sei que há dias em que você se sente distraído;raiva
i use it regularly with relaxing music and always feel invigorated afterward;joy;eu uso regularmente com música relaxante e sempre me sinto revigorado depois;alegria
im feeling distracted i tend to practice with my eyes shut as much as possible;anger;estou me sentindo distraído eu costumo praticar com os olhos fechados o máximo possível;raiva
i feel like its perfect a w see youtube has its influences i even know trends;joy;eu sinto que é perfeito ver o youtube tem suas influências eu até conheço tendências;alegria
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol;fear;eu queria especificamente que o tango estivesse me sentindo tímido e faz o oposto difícil ficar longe o suficiente dele para tirar boas fotos lol;medo
i also didn t feel very weird sleeping in my bed while the two of them slept in hers;fear;eu também não me senti muito estranho dormindo na minha cama enquanto os dois dormiam na dela;medo
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy;sadness;eu só queria estar bem, então eu estava pensando sobre isso hoje cedo e aqui está a coisa de estar tudo enfiado e inquieto me fez sentir tão carente;tristeza
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now;joy;perdi um pouco de peso para caber numa saia minúscula que não consegui usar porque não me sentia confiante com ela até agora;alegria
i hope to feel a bit more creative again soon and miss its presence in my life blog;joy;espero voltar a me sentir um pouco mais criativo em breve e sentir falta de sua presença no blog da minha vida;alegria
i am no fan of the current president i am a conservative and it made me feel unwelcome;sadness;não sou fã do atual presidente sou conservador e isso me fez sentir indesejável;tristeza
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple;surprise;vou anexar seus versos sobre ela não poderia pesar muito mais pensando e sentindo curiosidade em ouvir o estranho casal;surpresa
i begin to feel complacent with my life here;joy;eu começo a me sentir complacente com minha vida aqui;alegria
i feel vulnerable and alone;fear;eu me sinto vulnerável e sozinho;medo
i remember feeling inspired and thinking that it was a fine example of parenting;joy;Lembro-me de me sentir inspirado e pensar que era um bom exemplo de paternidade;alegria
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving;sadness;eu sinto que sou sempre o único a ser punido por coisas estúpidas e sinto que estou sendo castigado por me comportar;tristeza
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same;joy;eu realmente sinto que minha vida está perfeita agora e se não for pedir muito eu só espero que tudo continue igual;alegria
im there i simply feel contented;joy;estou lá eu simplesmente me sinto satisfeito;alegria
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone;joy;não estou dizendo para tirar todo mundo da sua vida, mas sinto que é importante encontrar conforto na meditação da solidão ou trabalhando em projetos sozinho;alegria
i think im just being stupid feeling nervous;fear;eu acho que estou apenas sendo estúpido me sentindo nervoso;medo
i feel honored by it;joy;eu me sinto honrado por isso;alegria
i was feeling an act of god at work in my life and it was an amazing feeling;surprise;eu estava sentindo um ato de Deus no trabalho na minha vida e foi uma sensação incrível;surpresa
i feel im like a bird flying in the air in a very carefree manner;joy;eu me sinto como um pássaro voando no ar de uma maneira muito despreocupada;alegria
