não me senti humilhado; tristeza
eu estava positivamente tonta quando as crianças saíram esta manhã depois da nossa última aula oficial do ano, mas agora estou me sentindo um pouco triste; tristeza
sinto-me solidário com ele também não posso deixar de sentir ciúmes; amar
eu gosto principalmente de enviar mensagens de texto porque sinto que sou muito mais inteligente com a palavra escrita do que com a falada; alegria
sinto seriamente que não estou sendo respeitado não tenho minha privacidade estou sendo ordenado; alegria
eu disse nas palavras de um devoto que me sinto aliviado quando ouço o seu título como deen bandhu pois sou a pessoa mais caída mas fico com medo do seu título de levantador de devotos pois não me considero um verdadeiro devoto e, portanto, indigno de se beneficiar do aspecto de sua personalidade; alegria
i personalidades que podem sentir dor e sofrimento; tristeza
acho que me sentiria mais como Joseph com Walt confiando em mim para cuidar da mãe e sobre as finanças que ele fez seis meses antes de morrer, há momentos em que quero me defender, mas Deus me faz ficar quieto; alegria
eu estava me aquecendo começando a me sentir um pouco letárgico; tristeza
eu me sinto excelente, mas às vezes não há nada para fazer, especialmente porque eu não estou muito interessado em videogames mais eu assisto um pouco de anime e alguns filmes, mas tem que haver mais na minha vida; alegria
eu me pergunto se é isso que o mestre está sentindo que eu estou querendo e ansioso para agradar e eu sou um mestre que poderia desfrutar muito de suas minhas atenções, mas não o fará porque é errado, pois ele não deseja retribuir suas afeições; alegria
estou me sentindo um pouco mais positivo agora, pois as coisas foram bastante difíceis no começo, pois minhas economias foram consumidas rapidamente com os custos e eu não queria me tornar um fardo para meu namorado, mas saímos do outro lado e estou me sentindo mais brilhante e mais inspirado coisas por vir; alegria
estou me sentindo um pouco sentimental agora e só tenho que dizer que me sinto tão sortuda por ser a mãe máxima; tristeza
eu me faço aparecer e me sinto isolado na multidão mal sei que estava errado sobre o sentimento anti-social; tristeza
aprendi a desligar cada vez mais todas as minhas emoções e muitas vezes me sinto completamente em branco enquanto minha mãe chora continuamente por causa do meu suicídio; tristeza
sinto-me fiel ao estilo; amar
posso entender que você pode achar que prefere não fazer sua parte pelos vulneráveis ​​e sem-teto em Londres dessa maneira precisa; medo
posso finalmente parar de me sentir apático e um desperdício de espaço; tristeza
eu sei que estou me sentindo agitado por causa de um efeito colateral da dose muito alta; medo
eu sinto uma mudança em mim para ser mais positivo; alegria
estou me sentindo corajoso o suficiente; alegria
medo de ladrão; medo
eu me sinto inteligente novembro; alegria
sempre gasto mais dinheiro lá do que pretendo e me sinto insatisfeito quando saio da loja; raiva
estou me sentindo muito zangado; raiva
eu sinto que Kerry não fez por apoiar uniões civis e igualdade gay; amar
eu me sinto muito envergonhado; tristeza
sinto ter essas pessoas incríveis na minha vida; surpresa
finalmente saí me sentindo julgada e ridicularizada porque sou inteligente; alegria
estou começando a me sentir um pouco insultado por esse estranho; raiva
tenho muitos dias em que me sinto sem esperança hoje a luz no final da minha estrada de tijolos amarelos estava brilhando um pouco mais forte; tristeza
eu realmente me sinto triste; tristeza
vejo mulheres usando botas sinto inveja de querer amaldiçoá-las; raiva
vou sentir o que sinto e dizer a você e juntos vamos pedir desculpas e fazer as pazes e continuar amando um ao outro aos poucos; amar
eu vou até ela e digo me sentindo muito impressionada comigo mesma você está certa naomi klein; surpresa
comecei a sentir cada um dos meus sentidos entorpecidos até que a inconsciência fria e negra tomou conta de mim; tristeza
desconfio que me sinto menos do que afeiçoado em particular; amar
fiquei tão honrada que esta jovem se sentiu confortável o suficiente para me perguntar que eu tinha uma espécie de falcão falso acontecendo naquela época, então eu devo ter parecido dykey o suficiente para ela se sentir segura falando comigo; alegria
eu tenho que me perguntar quando você é escalado como um homem das cavernas e lhe dizem que você é perfeito para o papel que você se sente insultado ou elogiado; raiva
sinto-me convencido, além de tantos preços diversos, que tenho certeza de que todos devem angariar fundos para que seu enredo seja iluminado de forma relativamente econômica; alegria
me sinto vazio quando o bebê não está lá; tristeza
parei de me sentir tão exausto um href http provocandobeleza; tristeza
estou me sentindo amigável com a fonte; alegria
eu estava com a mão em minhas contas respirando conscientemente trabalhando conscientemente para me sentir calmo sobre minha lista de coisas para realizar naquela tarde; alegria
sempre me sinto intimidado por outras pessoas, especialmente quando elas sempre me comparam com outras pessoas desde que eu era jovem; medo
fazer-me sentir podre; tristeza
comecei a me sentir hostil e estou verificando minhas hemorroidas; raiva
adoro usar sapatos novos sinto-me tão glamorosa e quando recebo um par de sapatos de marca adoro a caixa e todos os enfeites que vêm com eles; alegria
sei que tem a ver em grande parte com o fato de que quaisquer sentimentos românticos ou sexuais que escondi de mim mesmo com sucesso; amar
eu adoro a sensação de algo te abraçando calorosamente e me sentindo tão precioso e pequeno precioso para alguém algo; alegria
estou me sentindo muito mais suave do que o normal; alegria
fiquei mais desanimada enquanto estudava o que as pessoas estavam vestindo e comecei a me sentir como se algumas das roupas fossem lindas, elas foram compradas dessa forma; alegria
não quero encerrá-los e desenhá-los ou qualquer coisa, só preciso não ter uma sobrancelha única e talvez me livrar dos poucos pelos que estão rastejando até minha pálpebra se estiver me sentindo corajosa; alegria
estou me sentindo com sorte largura li estilo borda px estilo de lista fora da margem px px; alegria
lembro-me daqueles sentimentos de colegial e da saudade com que assistia aos corredores olímpicos que me sinto st; amar
acordei confiante e assisti ao dvd bodypump para reunir algumas dicas de treinamento e dicas obrigatórias; alegria
eu não disse era que sentimentos fortes sempre me deixam cético no começo; medo
eu quero falar com você, mas com o tempo limitado que temos ao telefone e com nosso arranjo atual, sinto-me hesitante em trazer isso à tona; medo
estou começando a sentir que há uma boa chance de eu passar; alegria
sinto que tenho um pouco mais de controle e posso ajudar melhor a ervilha se souber o que está por vir; alegria
sinto que estou recebendo um ataque violento; raiva
acho que vale a pena documentá-lo para pessoas que não estão familiarizadas com arquivos em lote; alegria
eu e eu estamos nos sentindo especialmente gratos por tantas pequenas bênçãos em nossa vida agora; alegria
espero que o meteorologista esteja certo com sua previsão de ficar em casa não se aventure na chuva para amanhã estou me sentindo todo tipo de criativo; alegria
sinto que estou no limite neste microcosmo mais um momento estranho ou uma festa perdida e fico do lado de fora; tristeza
eu me sinto um pouco engraçado na verdade; surpresa
não aprendi mais nada nos últimos dois anos é que é melhor sentir meu caminho confiando em meus instintos; alegria
estou sentindo também uma ansiedade ansiosa florescente; alegria
sinto-me sobrecarregado em compartilhá-lo; tristeza
eu sempre quero nemo ao meu lado e dormir sem ela agora parece estranho mesmo que isso não aconteça com frequência que eu consiga; surpresa
não estou sentindo a roupa, mas os saltos são lindos; alegria
eu me sinto confuso depois disso; medo
sinto que a sessão foi útil e me deu as ferramentas necessárias para seguir em frente na minha vida; alegria
eu me sinto egoísta ao trazer nossa solidão para uma criança quando eu sei que os pais de Newtown estão de luto por seus bebês perdidos; raiva
eu tirei todo o sentimento de desapontamento toda a dor que eu dei ao meu coração para ser curado pelo senhor porque ele é o único amor que nunca traiu nunca perdeu a lealdade mesmo que eu não fosse leal a ele; amar
sinto inveja e vergonha; raiva
eu podia sentir a necessidade frenética nele, a necessidade de me fazer dele; medo
estou me sentindo sobrecarregada com as responsabilidades de ser professora que alguém está me confiando seu dom mais precioso e é uma honra; surpresa
eu me sinto tão tranquilo agora é ótimo; alegria
me sinto frustrado quando tenho novas músicas e novas letras que claramente não têm nada a ver uma com a outra; raiva
pensei que íamos conversar e tentar trabalhar nas coisas, então fiquei chocado ao descobrir que Steve tinha decidido que queria ficar sozinho o que me quebrou foi a sensação de não ser amado; tristeza
eu não teria testemunhado o segurança incrivelmente bem falado fazendo uma criança emo se sentir completamente indesejada; tristeza
costumo parar de respirar quando me sinto estressado; tristeza
eu fumei por anos e parei semanas atrás logo depois que terminei seu livro e não posso acreditar como me sinto livre eu sabia que tinha que parar mas estava com medo da minha vida sem cigarros; medo
vou à minha caixa de correio e falo com o carteiro, depois com o balconista da mercearia, etc., mas não importa quão pequeno seja o passo ou quão limitado seja o risco, é importante uma vontade completa e total de experimentar quaisquer pensamentos, sentimentos e sensações; alegria
